geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.0405,2568.4,-14.41,3.97,0.22,110
0.0411,2697,-14.62,2.45,0.34,90
0.0466,3982,-12.11,793.91,0.25,45
0.0449,4002.6,-14.21,6.32,0.16,90
0.0457,2251.3,-12.24,578.04,0.41,10
0.0323,1373.6,-14.26,5.53,0.15,85
0.0431,4039.1,-13.78,16.99,0.05,65
0.0401,1911.9,-14.78,1.69,0.31,55
0.0352,3411,-14.01,9.98,0.36,50
0.034,3400.4,-13.7,20.12,0.31,15
0.0485,2887.6,-13.4,40.78,0.07,3
0.0422,5129.5,-13.88,13.31,0.15,90
0.0235,1245.7,-13.87,13.61,0.06,80
0.0475,1204.8,-14.75,1.8,0.33,25
0.0214,2101,-13.72,19.31,0.42,60
0.0358,2384.5,-14.07,8.7,0.17,110
0.0389,2194,-14.27,5.44,0.31,25
0.015,922.5,-13.43,37.33,0.32,110
0.0294,2660.4,-12.8,162.24,0.28,50
0.0257,1708,-12.56,279.28,0.06,50
0.0163,4439.3,-12.28,532.49,0.26,25
0.0306,4350.8,-11.97,1081.18,0.08,55
0.0294,4868.9,-14.31,4.99,0.25,95
0.0374,4425,-13.22,61.18,0.23,60
0.0258,3130.3,-13.62,24.45,0.24,70
0.0445,1456,-12.02,959.04,0.31,65
0.0343,2149.5,-12.57,270.67,0.16,5
0.0313,3057.1,-12.77,172.32,0.39,45
0.0303,4816.4,-12.49,324.69,0.06,100
0.0472,2073.7,-13.7,20.44,0.11,90
0.0248,2135.6,-12,1007.47,0.39,50
0.048,2368.2,-12.77,171.52,0.1,20
0.0235,3227.7,-13.19,64.78,0.14,95
0.0327,2835,-12.79,165.42,0.41,30
0.0366,3446.4,-14.2,6.45,0.05,75
0.0492,4422.6,-14.53,2.96,0.11,80
0.0211,1251.7,-14.07,8.57,0.07,50
0.0243,2380.8,-12.08,833.55,0.36,60
0.0456,1513.7,-12.44,371.66,0.32,55
0.0359,2956.3,-12.11,786.12,0.38,40
0.0396,3360.4,-13.26,55.6,0.2,65
0.0442,2408.1,-14.34,4.68,0.43,65
0.0457,3897.9,-12.78,168.53,0.07,80
0.0386,2869,-14.91,1.26,0.18,15
0.0267,4076.3,-13.51,31.07,0.11,95
0.023,3240.8,-12.31,499.8,0.12,40
0.0181,3608.6,-14.19,6.52,0.34,85
0.0188,2185.5,-13.31,49.9,0.18,15
0.0285,2332.5,-14.26,5.61,0.11,95
0.0178,2357.7,-13.56,28.04,0.22,3
0.0296,903,-13.61,24.75,0.14,100
0.0487,3547.3,-14.77,1.7,0.23,45
0.0137,5284.7,-12.87,137.7,0.28,55
0.0257,2799.8,-14.3,5.12,0.18,10
0.0144,1721.6,-12.25,575.98,0.14,30
0.0395,3953.5,-14.06,8.87,0.41,100
0.0384,5060.2,-11.98,1054.14,0.44,3
0.0382,1826.5,-12.37,431.85,0.22,25
0.0359,2685.5,-13.94,11.59,0.29,70
0.0471,3629.1,-11.97,1083.94,0.08,10
0.0198,3874,-12.45,361.8,0.37,15
0.0364,3939.8,-13,100.28,0.25,85
0.0327,2627.5,-13.66,22.04,0.33,30
0.0199,2901.3,-12.34,463.97,0.1,20
0.0383,985,-12.96,110.63,0.41,55
0.0485,3079,-14.65,2.29,0.26,55
0.021,4939.3,-13.31,49.23,0.04,30
0.0297,3849,-14.36,4.44,0.05,45
0.0435,1371.4,-14.69,2.06,0.21,5
0.0136,4845,-12.08,836.84,0.07,60
0.0429,1081,-13.75,18.06,0.28,55
0.0481,5460,-12.18,674.87,0.33,45
0.0158,1871.2,-14.06,8.81,0.16,85
0.0428,2393.9,-12.12,772.58,0.11,25
0.0329,2694.1,-13.06,89,0.34,90
0.0281,1156.3,-12.92,121.62,0.34,40
0.0158,1200,-13.29,52.27,0.27,40
0.0281,3276.7,-13.91,12.47,0.17,95
0.0186,4485.9,-14.57,2.73,0.16,70
0.0237,4136.3,-14.33,4.77,0.1,40
0.0193,3244,-12.46,347.36,0.38,65
0.0488,1115.9,-13.17,68.85,0.28,55
0.0473,2207.9,-14.09,8.26,0.32,40
0.0194,2580.2,-14.5,3.23,0.3,105
0.0237,2106.1,-15.04,0.92,0.05,25
0.0392,3839.2,-14.7,2,0.17,35
0.0494,1680.1,-14.55,2.84,0.31,25
0.034,2046.4,-13.42,38.27,0.09,25
0.0224,2889.1,-13.54,29.23,0.38,20
0.0165,1421.2,-12.1,797.09,0.37,50
0.0424,5382.2,-13.64,23.37,0.3,90
0.0334,1480,-12,1005.09,0.08,5
0.0335,2910.6,-14.1,8.05,0.16,70
0.0461,2587.3,-14.09,8.19,0.23,35
0.029,3727.3,-13.03,95.08,0.12,105
0.0242,3159.1,-12.92,123.17,0.37,25
0.0442,2816.6,-14.85,1.42,0.41,25
0.0454,1479.2,-12.09,830.5,0.37,3
0.0285,3120.1,-12.53,299.6,0.12,100
0.03,3009.7,-12.71,197.26,0.39,70
0.0384,4770,-13.94,11.71,0.2,105
0.0342,2856.6,-13.22,60.65,0.3,95
0.0199,3604.9,-12.59,259.39,0.39,95
0.0144,2771.6,-13.03,94.3,0.17,5
0.0193,4129.8,-13.52,30.39,0.21,70
0.0225,945.4,-14.3,5.09,0.23,10
0.0449,3465.5,-13.38,42.49,0.42,20
0.0471,4326.7,-13,102.23,0.04,70
0.0376,3643,-12.58,268.99,0.27,40
0.032,2960.2,-14.92,1.22,0.34,90
0.0344,1756.1,-14.17,6.84,0.25,100
0.0348,1014.5,-13.37,42.82,0.32,85
0.0327,2672.1,-14.78,1.68,0.26,50
0.0323,3070.1,-13.72,19.39,0.2,30
0.0238,5484.1,-14.45,3.56,0.16,3
0.0161,4781.6,-13.72,19.29,0.04,15
0.0365,5311.2,-13.01,98.42,0.39,40
0.0464,3459.3,-14.43,3.76,0.24,15
0.0431,4627.8,-14.61,2.48,0.41,85
0.0483,2716.7,-12.19,657.14,0.27,45
0.038,1262.2,-14.34,4.62,0.08,105
0.0299,4880.1,-14.51,3.12,0.03,10
0.0436,2915.7,-12.21,626.87,0.4,40
0.0208,1288.4,-12.68,210.9,0.22,75
0.0238,5198.9,-13.74,18.25,0.38,90
0.0491,1598.2,-14.93,1.19,0.06,20
0.0433,3802,-12.25,570.15,0.06,105
0.0406,4326,-12.91,123.82,0.3,110
0.0233,4467.9,-13.07,86.75,0.19,5
0.0221,1250.5,-12.21,631.79,0.24,90
0.0368,1226.4,-14.38,4.21,0.13,50
0.0241,2417.8,-13.27,54.55,0.34,100
0.0196,4681,-13.48,33.4,0.24,85
0.0476,5497.3,-14.96,1.12,0.05,90
0.0396,3104.3,-14.42,3.87,0.06,15
0.0148,1957.4,-12.21,619.63,0.27,110
0.0287,4431.4,-14.39,4.17,0.27,20
0.0393,3238,-14.68,2.14,0.23,50
0.0174,4520.9,-14.31,4.95,0.35,100
0.0151,4237,-13.42,38.94,0.25,60
0.023,5109.2,-12.61,246.37,0.3,10
0.0194,3684.8,-12.08,842.27,0.39,5
0.0265,4314.6,-13.91,12.33,0.34,20
0.0388,4970.8,-12.65,225.67,0.13,30
0.0309,2893.6,-13.35,45.35,0.22,55
0.02,1604.5,-12.06,877.76,0.12,75
0.0469,4689.1,-13.59,26.32,0.24,105
0.0176,5174.8,-14.27,5.46,0.03,10
0.0187,2755.1,-14.96,1.12,0.06,5
0.0249,1031.6,-14.32,4.82,0.05,75
0.0296,3671.5,-12.49,326.31,0.28,20
0.039,1718,-12,1008.89,0.34,50
0.0294,1627.5,-15.01,0.99,0.42,90
0.0187,4921.8,-12.08,847.87,0.39,20
0.0223,1387.7,-14.15,7.19,0.05,25
0.0363,4027.9,-13.15,71.87,0.17,20
0.0412,3869,-14.94,1.17,0.24,95
0.0139,1899.2,-14.86,1.4,0.24,50
0.0217,4715.9,-14.77,1.71,0.27,10
0.0492,5247.4,-13.94,11.51,0.19,100
0.0486,1888.6,-12.85,143.96,0.15,90
0.0227,5286.3,-12.78,166.37,0.41,85
0.014,1671.6,-14.78,1.69,0.38,75
0.0147,2172.4,-14.14,7.29,0.17,3
0.0419,1558,-13.12,76.23,0.13,10
0.0263,4190.1,-14.91,1.26,0.09,85
0.0477,2425.6,-13.42,38.81,0.14,35
0.0322,1092.9,-14.23,5.97,0.05,110
0.0366,2224.2,-12.08,839.81,0.23,40
0.0346,1794,-12.63,237.34,0.12,110
0.0484,4861.6,-14.9,1.28,0.41,40
0.0298,2976.1,-13.57,27.06,0.17,65
0.0227,2511.7,-13.05,90.19,0.09,45
0.0461,4716.9,-12.47,347.03,0.34,70
0.0258,969.2,-14.37,4.29,0.23,105
0.0468,4504.3,-13.94,11.72,0.33,35
0.0227,1651.1,-12.15,710.44,0.3,90
0.0161,914.9,-13.85,14.21,0.22,100
0.0364,4239.6,-14.36,4.44,0.06,50
0.021,5018.5,-13.98,10.59,0.16,35
0.0494,1933.7,-12.32,489.73,0.19,65
0.0399,1887.4,-13.87,13.55,0.26,15
0.0389,5249.3,-12.27,546.68,0.28,100
0.0435,1283.3,-13.73,18.98,0.35,30
0.0412,1417.8,-14.73,1.87,0.24,85
0.0463,3864.3,-14.67,2.17,0.06,70
0.0211,4372.9,-14.01,10.01,0.26,65
0.0285,3705.7,-12.94,116.33,0.39,90
0.0164,1832,-13.86,14.12,0.43,55
0.0355,4798,-14,10.13,0.12,40
0.0492,5086.5,-12.6,255.43,0.41,85
0.022,4970,-13.66,21.94,0.05,15
0.029,3230.8,-13.46,34.88,0.3,3
0.0339,2707.1,-13.47,34.52,0.04,100
0.0228,4511.6,-12.05,896.36,0.3,25
0.0362,2958.5,-14.09,8.15,0.13,35
0.0295,5231.8,-12.64,231.57,0.05,105
0.0195,3263,-14.99,1.04,0.16,105
0.0159,5270.9,-12.37,429.19,0.05,80
0.0342,3913.8,-12.09,819.04,0.25,70
0.0304,5485.7,-13.65,22.69,0.16,110
0.0284,1035,-13.25,56.54,0.17,30
0.0217,5370.7,-12.67,219.1,0.31,5
0.016,1763.9,-14.12,7.62,0.2,85
0.0176,3313,-14.22,6.09,0.34,50
0.0477,3368.6,-14.48,3.39,0.38,65
0.0222,1790.9,-12.77,173.87,0.18,95
0.0282,3585.9,-12.47,342.31,0.22,105
0.0468,5134.7,-14.96,1.11,0.09,20
0.0233,3488,-13.47,34.33,0.04,45
0.0271,2925.3,-12.91,125,0.03,45
0.0403,3697,-12.33,473.82,0.24,25
0.0325,4232,-12.93,118.55,0.27,85
0.0381,5114.7,-14.22,6.17,0.3,100
0.0321,1581.1,-14.1,7.99,0.41,30
0.047,5488.6,-14.08,8.33,0.21,95
0.0354,4599.2,-12.48,336.26,0.16,30
0.023,4407.5,-14.49,3.25,0.26,85
0.0246,3923.1,-13.21,63.09,0.25,30
0.0403,5016.2,-12.09,822.24,0.27,10
0.0396,5371.7,-13.62,24.36,0.33,85
0.0439,1778.1,-12.36,446.27,0.38,35
0.0147,1745.3,-12.3,509.92,0.27,10
0.0192,4020.6,-14.02,9.77,0.13,80
0.0191,2318.8,-12.36,439.39,0.43,35
0.0309,2363.4,-14.85,1.43,0.31,110
0.0324,4775.9,-13.98,10.66,0.36,95
0.0347,3595,-14.99,1.04,0.4,40
0.0395,3453.2,-13.56,27.63,0.28,45
0.031,2758.9,-12.5,318.95,0.22,25
0.0415,4111.8,-14.05,9.11,0.26,85
0.0445,1584.9,-13.41,39.49,0.25,75
0.0364,1857.2,-14.13,7.58,0.19,65
0.025,3309.5,-14.51,3.12,0.43,55
0.0197,4179.4,-14.06,8.73,0.28,100
0.035,4304.4,-14.05,9,0.03,105
0.0153,3410.7,-13.92,12.26,0.16,3
0.0459,1182.9,-14.31,4.97,0.08,5
0.0434,1084.2,-12.58,266.49,0.08,90
0.0171,4396.7,-14.75,1.8,0.11,15
0.0173,4100.1,-15.02,0.98,0.13,15
0.0302,923.2,-14.9,1.27,0.27,55
0.0268,1898,-14.86,1.38,0.29,65
0.0342,4839.8,-13.37,42.99,0.38,35
0.014,2490.2,-14.29,5.2,0.27,20
0.02,2210.7,-12.47,340.21,0.36,25
0.0461,3991.9,-12.81,156.37,0.28,25
0.0137,4617.6,-12.62,241.57,0.23,25
0.0357,3361.1,-13.04,91.85,0.05,5
0.0382,4300.2,-13.83,14.91,0.12,75
0.0166,3830.3,-14.31,4.96,0.3,25
0.0276,1623.5,-12.28,529.37,0.13,30
0.0485,3477.1,-13.41,39.11,0.4,55
0.0269,2596.1,-12.35,449.26,0.2,90
0.0441,5497.2,-14.64,2.31,0.26,55
0.0316,1739,-14.19,6.56,0.14,70
0.0211,2531.8,-13.34,45.94,0.21,30
0.0192,5439,-13.81,15.86,0.17,30
0.0272,4519.6,-14.74,1.84,0.12,45
0.0269,1713.5,-14.74,1.83,0.14,60
0.0153,1802.6,-13.49,32.48,0.32,55
0.0434,992.6,-12.68,213.29,0.12,50
0.0294,4718.9,-14.47,3.47,0.44,100
0.0469,1457.3,-13.55,28.88,0.17,105
0.0484,4825.4,-12.7,202.09,0.21,35
0.0219,1208.9,-12.11,784.64,0.16,95
0.0235,951.7,-13.93,11.83,0.05,3
0.0394,2752,-13.48,33.18,0.43,85
0.0435,4010,-14.83,1.51,0.09,80
0.033,3220.3,-14.69,2.08,0.43,85
0.0292,2305.5,-12.32,484.46,0.09,55
0.0334,1349.2,-13.68,21.16,0.15,5
0.0169,2913.6,-14.99,1.03,0.41,3
0.0149,4588.5,-11.98,1053.41,0.42,60
0.0228,5285.6,-13.54,29.37,0.09,45
0.0138,4609.7,-12.67,214.9,0.13,10
0.0282,2337.6,-13.26,55.92,0.3,105
0.0309,5289,-12.86,140.13,0.05,35
0.0283,1063.4,-12.4,404.71,0.16,50
0.0185,4351,-12.85,142.51,0.2,30
0.0339,3183.9,-13.16,69.82,0.06,35
0.0248,3593.4,-12.81,158.46,0.3,65
0.0276,2581.4,-13.13,75.8,0.35,75
0.0211,4199.8,-14.23,5.9,0.09,70
0.019,4146.7,-14.54,2.9,0.42,100
0.0285,3194.4,-12.81,158.03,0.41,15
0.0329,3279,-13.59,26.03,0.42,80
0.0251,2243.4,-12.55,286.85,0.3,3
0.0297,3521.1,-14.4,4.02,0.13,90
0.0323,1798.1,-13.18,66.76,0.08,10
0.0314,1257.4,-14.06,8.86,0.41,65
0.0413,1163.4,-12.87,135.71,0.14,5
0.0422,4938.4,-14.96,1.1,0.11,100
0.0315,2626.7,-13.34,45.87,0.32,75
0.0437,4440.7,-12.46,355.08,0.18,5
0.0494,2996.5,-14.74,1.82,0.36,90
0.0198,2435.2,-13.17,68.07,0.29,5
0.032,4937.3,-14.6,2.52,0.22,80
0.0321,3174.3,-12.91,124.4,0.13,75
0.03,3160.8,-12.02,962.53,0.31,75
0.0146,4043.1,-12.68,209.43,0.17,100
0.0328,1442.6,-14.53,3.02,0.19,105
0.0216,5229.2,-13.27,55.03,0.25,65
0.041,3367.6,-12.89,131.57,0.23,60
0.047,1935.9,-13.99,10.42,0.42,75
0.0425,1107.6,-13.5,32.4,0.4,70
0.0354,4717.9,-12.15,713.95,0.31,55
0.0139,1350.3,-12.32,481.62,0.21,65
0.04,3746.5,-14.46,3.5,0.2,5
0.0353,4339.4,-12.06,891.64,0.44,30
0.0297,2517.8,-13.7,20.05,0.38,30
0.0348,2615,-14.89,1.31,0.4,3
0.041,1730.1,-13.32,48.9,0.33,50
0.0264,5298.8,-12.36,441.28,0.31,100
0.0393,4469.7,-13.68,21.05,0.41,65
0.0435,909,-12.13,756.34,0.4,70
0.0325,1274,-13.56,27.73,0.12,10
0.0252,4481.2,-14.38,4.25,0.25,55
0.0169,2204.4,-13.14,73.5,0.27,35
0.0356,4279.5,-14.9,1.27,0.27,55
0.0353,4242.3,-12.26,562.39,0.15,70
0.0201,3620,-14.32,4.84,0.4,55
0.0236,2413.6,-13.7,20.08,0.11,80
0.0223,1272.6,-14.2,6.41,0.06,105
0.024,2299.3,-12.67,217.52,0.32,90
0.0319,5068.5,-14.35,4.5,0.38,25
0.0204,5106.2,-12.13,758.72,0.24,90
0.015,1770.5,-12.71,196.31,0.44,80
0.0358,3008.9,-15.01,1,0.35,60
0.026,3609.8,-14.62,2.43,0.27,80
0.0251,2990,-13.37,42.9,0.23,60
0.0481,3403,-13.94,11.66,0.13,10
0.0399,2861.7,-14.87,1.38,0.3,45
0.0277,4428.7,-14.57,2.71,0.05,75
0.0253,4321.6,-13.37,43.67,0.24,55
0.024,4851.6,-13.24,58.63,0.23,60
0.0156,3127.9,-12.29,519.27,0.35,105
0.0399,1950.7,-11.99,1037.05,0.17,70
0.0441,2558,-14.63,2.37,0.21,50
0.0395,4577,-14.39,4.09,0.16,110
0.0226,2023.5,-13.83,15.15,0.19,10
0.0296,3418.1,-15,1.01,0.4,10
0.0486,2052.8,-12.5,321.36,0.37,30
0.0179,2107.6,-13.14,73.55,0.25,5
0.0205,1051.5,-14.2,6.35,0.22,95
0.0242,3031.2,-12.27,549.9,0.11,110
0.0151,4731,-14.7,2.04,0.29,30
0.0466,3591.1,-12.97,109.08,0.06,60
0.0436,1909.7,-12.83,149.44,0.4,30
0.0356,3920.1,-14,10.1,0.27,55
0.036,4014.7,-14.56,2.8,0.16,50
0.0283,5031,-14.36,4.39,0.26,110
0.0187,4671.5,-12.01,999.5,0.36,60
0.0461,3795.3,-13.43,38.05,0.4,10
0.0205,3345.2,-14.73,1.91,0.25,3
0.0141,2574.5,-13.9,12.78,0.04,25
0.0328,1572.8,-13.88,13.38,0.1,45
0.0196,4506.7,-14.05,9.05,0.25,40
0.0149,5099.9,-12.28,535.76,0.07,25
0.0298,5362.4,-14.88,1.34,0.37,80
0.0151,3226.8,-12.96,111.52,0.4,55
0.0248,1202.8,-12.24,582.82,0.41,20
0.0162,4442.3,-12.84,146.34,0.27,30
0.0423,4956,-13.55,28.85,0.31,35
0.0207,2711,-14.76,1.76,0.26,100
0.0433,982.2,-12.93,117.69,0.04,25
0.0146,3700,-12.86,140.57,0.42,3
0.0369,4295.3,-14.95,1.14,0.2,45
0.039,2585.3,-13.77,17.04,0.41,35
0.0287,4079.1,-13.23,59.67,0.09,5
0.0343,4583.7,-14.97,1.09,0.17,35
0.0258,4455,-14.41,3.98,0.25,40
0.0353,938.5,-14.39,4.17,0.16,80
0.0422,4856.5,-12.22,603.96,0.21,85
0.0392,1616.6,-13.96,11.2,0.31,35
0.0454,1401.2,-14.92,1.22,0.23,105
0.0368,1032.7,-12.95,114.19,0.11,20
0.0209,1772.6,-12.91,124.82,0.08,45
0.0486,3478.8,-14.16,7.02,0.07,40
0.0424,4433.7,-12.16,698.8,0.07,35
0.0157,4652.6,-13.73,18.83,0.32,60
0.0384,1343.2,-13.27,54.25,0.18,60
0.0486,3208.6,-13.83,14.82,0.36,65
0.0248,1662.6,-12.56,278.51,0.15,70
0.041,1466.1,-12.56,281.85,0.34,25
0.0411,1781.6,-13.04,91.49,0.27,105
0.0494,3923.8,-13.09,82.16,0.16,50
0.0391,3296.7,-13.63,24.01,0.22,40
0.0297,5063.6,-14.59,2.59,0.38,90
0.0275,3726.6,-13.45,35.86,0.36,3
0.0243,4044.2,-13.79,16.35,0.08,75
0.0193,1277.9,-12.03,953.31,0.12,105
0.0208,1701.4,-14.19,6.61,0.11,70
0.0274,3914.3,-12.82,154.09,0.4,85
0.0492,2355.5,-12.35,452,0.13,10
0.0416,1587.4,-13.07,87.14,0.11,45
0.0326,4294.1,-15,1.02,0.3,95
0.0375,1294.4,-13.83,14.97,0.3,90
0.0344,4191.6,-12.63,235.77,0.41,35
0.0469,977.7,-12.65,228.66,0.18,105
0.029,4332.7,-12.05,905.84,0.12,95
0.0169,3672.4,-13.09,81.44,0.31,95
0.0367,1025.2,-13.82,15.5,0.4,65
0.0414,1207.1,-14.18,6.66,0.03,15
0.0216,5143.8,-13.56,27.79,0.27,20
0.0171,1712.5,-13.36,44.46,0.38,40
0.0148,1144.9,-12.83,151.41,0.12,60
0.0425,2733.9,-14.49,3.29,0.19,70
0.014,3138,-13.17,68.35,0.19,30
0.0139,4861.4,-13.28,53.76,0.3,80
0.0166,1819.1,-13.13,74.32,0.4,25
0.0188,4745.5,-12.17,688.06,0.35,10
0.0374,1894.9,-13.64,23.18,0.04,55
0.0177,1190,-11.99,1031.25,0.28,55
0.0443,3840.4,-12.44,369.47,0.08,50
0.0161,3216.3,-14.19,6.5,0.28,20
0.0145,4569,-14,10.05,0.26,105
0.0399,4597.6,-13.16,69.55,0.14,90
0.0307,2509.1,-14.12,7.72,0.14,5
0.0245,4990.7,-12.66,222.71,0.43,30
0.0194,5492.9,-12.83,150.74,0.3,80
0.0181,4047.1,-14.01,9.96,0.38,50
0.0322,3307.9,-14.97,1.08,0.04,100
0.0179,4705.4,-14.87,1.38,0.35,50
0.0297,3305.2,-14.72,1.92,0.39,95
0.0262,2215.8,-13.15,71.48,0.22,100
0.034,2091.9,-12.26,551.83,0.16,105
0.0245,5148.6,-13.95,11.42,0.39,20
0.0145,4370.2,-12.25,572,0.26,25
0.0411,3415.9,-13.38,41.87,0.29,30
0.0399,4094.6,-14.6,2.54,0.37,30
0.0195,2944.2,-14.15,7.12,0.13,65
0.0214,4795.5,-12.4,405.63,0.36,75
0.0291,5170.5,-12.94,116.55,0.06,15
0.0463,900.2,-14.25,5.71,0.17,55
0.0415,4377.4,-13.2,64.4,0.31,60
0.038,3156,-12.69,208.68,0.32,85
0.017,1209.5,-14.56,2.79,0.16,40
0.0292,3383.2,-13.02,95.9,0.38,65
0.0454,2377.6,-12.79,164.58,0.34,90
0.0154,5194.4,-14.39,4.14,0.3,85
0.0154,1559.9,-14.53,2.99,0.21,50
0.0171,2470.4,-14.47,3.44,0.1,10
0.0273,4115.4,-13.13,75.16,0.16,15
0.0252,4565.7,-14.79,1.63,0.1,45
0.0242,5492,-13.98,10.6,0.28,85
0.0407,1653.3,-13.02,97.55,0.31,45
0.0338,4623.9,-12.99,104.52,0.14,10
0.0169,2480.1,-12.12,771.91,0.27,50
0.0246,5027.1,-15.04,0.91,0.11,110
0.0236,2525.1,-14.54,2.93,0.17,40
0.0286,1304.8,-13.73,18.71,0.17,60
0.0476,3918.1,-14.02,9.79,0.29,40
0.0202,4094.1,-12.4,403.07,0.15,65
0.0357,4052.5,-14,10.17,0.14,25
0.017,3364.9,-13.67,21.69,0.22,5
0.0365,3737.8,-13.14,73.66,0.39,5
0.0229,2457.2,-13.75,18.02,0.34,65
0.0192,4666.9,-13.53,30.1,0.07,90
0.0411,3712.6,-14.45,3.57,0.43,5
0.0427,1557.3,-12.21,619.25,0.29,40
0.0446,3229,-13.4,40.08,0.41,90
0.0224,4319.8,-13.42,38.65,0.39,35
0.0412,3638.8,-12.17,680.47,0.35,70
0.0243,5099.3,-14.94,1.17,0.32,95
0.035,1750.1,-12.42,386.22,0.4,3
0.0325,3051,-13.11,78.28,0.08,10
0.0195,1162.7,-14.13,7.43,0.22,95
0.0385,3680.7,-14.01,9.81,0.06,60
0.0338,1986.4,-13.97,10.8,0.26,15
0.0155,4344.5,-15.05,0.91,0.13,65
0.0432,1379.2,-13.2,63.72,0.3,35
0.014,4656.2,-12.02,973.85,0.24,10
0.0282,4674.3,-12.64,230.56,0.1,70
0.0165,2650,-13.51,31.01,0.29,55
0.0275,2192,-13.08,84.27,0.1,25
0.0259,3939.6,-14.92,1.21,0.08,105
0.0393,3620.5,-14.46,3.51,0.31,50
0.0252,4071.6,-13.56,27.96,0.22,100
0.0219,1374.9,-14.43,3.73,0.06,20
0.0185,4963.6,-13.84,14.63,0.24,30
0.0387,2621.1,-13.44,36.76,0.21,25
0.0355,5071.5,-14.96,1.1,0.3,70
0.0382,4460.4,-12.99,102.64,0.04,40
0.049,5340.6,-11.99,1026.5,0.16,70
0.0399,2283.2,-14.61,2.49,0.39,110
0.0169,2300.3,-14.27,5.4,0.17,105
0.047,1839.9,-12.84,147.25,0.14,50
0.0236,1304.3,-12.17,686.11,0.41,3
0.0285,3613.1,-12.97,108.39,0.31,35
0.0365,3559.5,-14.02,9.64,0.4,5
0.0337,3485.5,-13.68,21.12,0.42,80
0.026,3674.2,-14.06,8.82,0.27,20
0.0427,5263.2,-14.68,2.1,0.06,105
0.0435,2712,-12.7,201.6,0.2,15
0.0315,3834.1,-12.93,117.72,0.11,20
0.0193,2186.4,-13.5,32.01,0.19,45
0.0235,4984.9,-12.53,301.78,0.22,5
0.029,5051.8,-12.27,539.93,0.21,90
0.042,4858.2,-12.3,505.37,0.41,80
0.0325,1692.3,-12.53,299.44,0.11,15
0.0284,1606.4,-13.85,14.25,0.07,50
0.0204,3895,-12.54,294.26,0.05,60
0.0241,2717.4,-15.02,0.97,0.35,3
0.042,2569.2,-13.65,22.83,0.1,3
0.0419,4558.4,-14.33,4.79,0.31,105
0.0357,4313.8,-14.66,2.23,0.2,70
0.0214,2797.3,-13.14,72.64,0.2,110
0.0395,4437.4,-14.32,4.89,0.12,105
0.0219,1751.8,-13.69,20.89,0.11,10
0.0149,2567.3,-13.65,22.71,0.08,65
0.0394,3052.1,-13.91,12.45,0.17,70
0.0413,4332,-12.93,118.39,0.19,85
0.018,2625.4,-14.88,1.33,0.19,15
0.0305,4901.3,-13.96,11.11,0.21,55
0.0436,1124.9,-14.82,1.52,0.04,30
0.0397,4764.3,-14.47,3.42,0.38,105
0.0171,4171.4,-13.27,54.78,0.24,55
0.0428,938.7,-12.88,135,0.25,100
0.0246,4333.7,-14.44,3.64,0.27,65
0.0168,1988.9,-13.1,81.3,0.24,75
0.0298,1322.6,-13.26,55.45,0.28,85
0.0248,1306.1,-12.58,267.24,0.3,105
0.0158,1212.1,-13.05,89.29,0.4,105
0.0342,2251.8,-12.36,444.71,0.35,3
0.0445,2262.6,-14.95,1.14,0.37,75
0.0443,2586.3,-14.24,5.86,0.12,30
0.0224,5450.5,-12.38,423.18,0.13,80
0.0357,5110.2,-13.94,11.64,0.15,55
0.0465,2850.9,-12.57,275.11,0.41,70
0.0247,2808.2,-12.59,263.18,0.4,5
0.0167,3467.3,-13.66,22.13,0.43,15
0.0399,1961.8,-14.18,6.72,0.27,85
0.0274,3995.5,-13.2,63.33,0.22,105
0.0281,4125,-13.78,16.74,0.37,3
0.0137,980.3,-15.02,0.97,0.25,100
0.0452,3670.3,-14.13,7.57,0.42,45
0.023,4180,-13.32,47.96,0.08,80
0.0348,4884.8,-14.46,3.53,0.25,35
0.0155,3110.1,-14.81,1.56,0.17,10
0.0426,5455.4,-14.33,4.72,0.15,15
0.0381,2589.5,-14.93,1.19,0.24,65
0.0181,2978.6,-14.17,6.82,0.2,30
0.0347,2908.1,-14.69,2.08,0.27,105
0.0251,1547.5,-13.83,14.87,0.21,15
0.0438,3010.7,-14.13,7.51,0.3,110
0.0137,5309.9,-14.09,8.24,0.13,100
0.0392,3890.2,-12.17,683.16,0.34,45
0.0241,2646.5,-12.76,177.91,0.18,85
0.0171,1332.8,-13.08,84.07,0.23,55
0.0367,4881.1,-14.76,1.74,0.07,50
0.0486,5427.5,-12.82,154.89,0.26,30
0.0341,3355,-14.67,2.19,0.36,100
0.031,3289.5,-12.03,943.59,0.1,10
0.0217,1468.9,-14.11,7.93,0.18,70
0.0452,2290.1,-13.6,25.6,0.13,35
0.023,3143.7,-12.06,879.04,0.41,10
0.0456,3017,-12.51,312.61,0.1,25
0.0318,5275.2,-14.9,1.29,0.07,70
0.0224,1215.8,-13.7,20.25,0.05,50
0.0452,2248.3,-12.53,302.12,0.25,10
0.0396,3288.8,-12.86,139.89,0.24,95
0.0374,1923.5,-12.64,232.85,0.36,10
0.0279,1271.2,-13.04,92.6,0.27,90
0.0304,4345.8,-14.07,8.68,0.42,105
0.034,980,-14.11,7.88,0.18,45
0.0401,1979.2,-12.81,156.7,0.03,75
0.0285,5466.3,-14.48,3.35,0.31,70
